Name,CR,Size,HP,AC,Base Speed,Fly Speed,Burrow Speed,Swim Speed,Climb Speed,Number of Skills,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Saving Throw Bonus,Passive Perception,"Truesight (0 if none, else range in ft.)","Darkvision (0 if none, else range in ft.)","Blindsight (0 if none, else range in ft.)","Tremorsense (0 if none, else range in ft.)",Number Of Passive Abilities,Number of Actions,Max. Attack Bonus,Max. Damage Roll,Spellcasting,Number of Spells Known,Max. Spell Level,Spell Save DC,Spoken Languages,"Telepathy (0 if none, else range in ft.)",Number of Legendary Actions,Number of Legendary Saves,Weaknesses,Damage Immunities,Number of Immunities,Resistances,Number of Resistances,Condition Immunities
Emerald Order Cult Leader,11,Medium,117,14,30,0,0,0,0,4,10,10,14,15,20,15,"Int, Wis, Cha",3,15,0,60,0,0,3,2,4,6,Yes,24,7,16,"Common, Dwarvish, Infernal",0,0,0,None,,0,"Cold, Fire, Lightning",3,None
Elvish Veteran Archer,6,Medium,77,15,30,0,0,0,0,4,11,16,12,11,13,11,None,0,15,0,0,0,0,6,4,6,12,No,0,0,0,"Common, Elvish",0,0,0,None,,0,,0,None
Ghost Knight,9,Medium,97,17,30,0,0,0,0,4,17,15,14,8,10,7,None,0,13,0,60,0,0,3,5,6,30,No,0,0,0,Common,0,0,0,None,Poison,1,Necrotic,1,"Charmed, Exhaustion, Poisoned"
Corrupted Ogre Chieftan,9,Large,127,17,40,0,0,0,0,0,20,18,16,5,7,8,"Str, Con, Cha",3,8,0,60,0,0,2,4,8,21,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Ratfolk Rogue,4,Small,18,15,25,0,0,0,0,7,7,16,12,14,10,10,None,0,12,0,60,0,0,4,3,5,11,No,0,0,0,"Common, Theives' Cant",0,0,0,None,,0,,0,None
Scorpion Cultist,3,Medium,19,13,30,0,0,0,0,4,11,14,15,10,13,10,None,0,15,0,0,0,0,1,3,4,14,No,0,0,0,Common,0,0,0,None,,0,Poison,1,None
Wolf Reaver Dwarf,6,Medium,76,16,35,0,0,0,0,2,18,12,19,9,11,9,None,0,10,0,60,0,0,4,4,6,12,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Arcanamite,4,Small,27,15,30,0,0,0,30,2,7,15,15,2,12,6,None,0,13,0,60,0,0,2,2,4,6,No,0,0,0,None,0,0,0,Bludgeoning,,0,,0,None
Beast of Ill Omen,5,Large,45,14,50,0,0,0,0,2,18,15,14,4,12,10,None,0,13,0,0,0,0,2,1,6,16,No,0,0,0,None,0,0,0,None,,0,,0,None
Caustic Crawler,7,Medium,102,14,30,0,0,0,0,0,16,12,18,2,12,6,None,0,11,0,60,0,0,2,2,5,31,No,0,0,0,None,0,0,0,None,"Acid, Poison",2,,0,Poisoned
Chainer Geist,7,Medium,45,11,0,40,0,0,0,0,16,13,10,10,12,14,None,0,11,0,60,0,0,2,3,5,15,No,0,0,0,None,0,0,0,None,"Cold, Necrotic, Poison",3,"Acid, Fire, Lightning, Thunder, BPS From Nonmagical Attacks",5,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Chamaelean,3,Small,10,14,25,0,0,0,25,2,9,15,11,10,14,10,None,0,16,0,0,0,0,1,2,4,8,No,0,0,0,"Common, Chamaelean",0,0,0,None,,0,,0,None
Ancient Chronomancer,9,Medium,67,16,30,0,0,0,0,2,12,14,16,17,14,10,"Int, Wis",3,12,0,60,0,0,1,1,0,30,Yes,17,5,14,"Common, Dwarvish, Elvish, Draconic",0,0,0,None,Poison,1,,0,"Exhaustion, Paralyzed, Petrified, Poisoned"
Timeless Chronomancer,17,Medium,150,18,30,0,0,0,0,2,12,14,16,20,14,14,"Int, Wis",5,12,0,60,0,0,3,1,0,72,Yes,22,9,18,All,0,0,0,None,Poison,1,Damage From Spells,1,"Exhaustion, Paralyzed, Petrified, Poisoned"
Clockwork Dragon,17,Huge,184,18,40,80,0,0,0,1,23,10,20,9,11,5,"Dex, Con",5,20,60,60,0,0,3,5,11,26,No,0,0,0,None,0,3,3,None,"Poison, Psychic, BPS From Nonmagical Attacks",3,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Clockwork Pest,2,Tiny,7,14,0,40,0,0,0,0,4,16,12,8,11,1,None,0,10,0,60,0,0,1,1,5,1,No,0,0,0,None,0,0,0,None,Poison,1,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Coven Horror,12,Large,123,15,30,0,0,0,0,3,20,10,18,17,15,20,"Con, Cha",4,20,0,120,0,0,2,3,9,21,No,0,0,0,"Abyssal, Common, Infernal, Primordial",0,0,0,None,,0,"Cold, Fire, BPS From Nonmagical Attacks Not Silvered",3,"Charmed, Frightened"
Crowlock,3,Tiny,10,13,30,50,0,0,0,3,4,16,10,10,14,14,None,0,14,30,0,0,0,1,1,4,12,No,0,0,0,"Common, Deep Speech",0,0,0,None,,0,,0,None
Crystal Elemental,6,Medium,57,15,30,0,50,0,0,0,16,12,20,12,10,12,None,0,10,0,60,0,60,2,2,5,19,No,0,0,0,Terran,0,0,0,Thunder,,0,PS From Nonmagical Attacks Not Adamantine,1,None
Crystalline Dragon,21,Huge,270,20,40,80,0,0,0,3,28,14,24,18,16,26,"Dex, Con, Wis, Cha",6,25,0,120,60,0,2,6,15,29,No,0,0,0,"Common, Draconic",0,3,3,None,BPS From Nonmagical Attacks Not Adamantine,1,,0,None
Death Widow,6,Large,60,14,30,0,0,0,30,1,15,16,14,2,12,5,None,0,11,0,60,10,0,3,1,5,13,No,0,0,0,None,0,0,0,None,,0,,0,None
Baneling,3,Small,7,12,40,0,0,0,0,0,6,15,10,7,11,3,None,0,10,0,60,0,0,1,1,4,4,No,0,0,0,None,0,0,0,None,Acid,1,,0,None
Herald of Rot,9,Large,104,15,30,60,0,0,0,0,17,15,18,8,13,8,"Dex, Con, Wis",3,11,0,120,0,0,2,4,6,23,No,0,0,0,Abyssal,120,0,0,None,"Poison, Necrotic",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Pustuloid,4,Small,27,12,30,0,0,0,0,0,5,14,14,9,11,3,None,0,10,0,60,0,0,1,2,4,14,No,0,0,0,Abyssal,0,0,0,None,"Poison, Necrotic",2,,0,Poisoned
Pact Devil,12,Large,142,17,40,0,0,0,0,2,18,16,18,15,14,18,"Int, Wis, Cha",4,12,0,120,0,0,3,3,8,20,No,0,0,0,Infernal,120,0,0,None,"Fire, Poison",2,"Cold, BPS From Nonmagical Attacks Not Silvered",2,Poisoned
Dire Anglerfish,8,Huge,105,13,0,0,0,50,0,2,20,14,18,1,15,7,None,0,14,0,120,60,0,2,1,8,35,No,0,0,0,None,0,0,0,None,,0,,0,None
Evil Doll,5,Tiny,21,14,30,0,0,0,0,4,3,16,12,10,14,18,None,0,14,0,120,0,0,4,1,0,0,Yes,3,5,14,"Common, Infernal",60,0,0,None,"Fire, Poison",2,BPS From Nonmagical Attacks Not Silvered,1,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Fallen Angel,13,Medium,136,17,30,90,0,0,0,2,18,18,18,17,20,18,"Wis, Cha",4,19,0,120,0,0,4,3,8,42,Yes,3,6,16,All,120,0,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Fern Lizard,3,Small,14,12,30,0,0,0,20,2,7,15,10,2,12,10,None,0,13,0,30,0,0,1,2,4,6,No,0,0,0,None,0,0,0,None,,0,,0,None
Feyote,2,Medium,11,12,40,0,0,0,0,2,13,15,12,6,14,10,None,0,14,0,30,0,0,3,1,3,7,Yes,3,4,14,None,0,0,0,None,,0,,0,None
Frost Giant Jarl,14,Huge,187,16,40,0,0,0,0,2,25,10,23,11,14,16,"Con, Wis, Cha",4,16,0,0,0,0,1,4,11,51,No,0,0,0,Giant,0,3,3,None,Cold,1,,0,None
Fusion Elemental,18,Huge,250,17,50,0,0,0,0,0,29,11,20,7,10,9,"Str, Wis",5,10,0,120,0,0,1,4,14,45,No,0,0,0,"Auran, Terran, Ignan, Aquan, Primordial",0,3,0,None,"Acid, Cold, Fire, Lightning, Poison, BPS From Nonmagical Attacks",6,,0,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Restrained, Unconscious"
Gazellean,3,Medium,16,14,40,0,0,0,0,2,14,16,12,10,12,10,None,0,13,0,0,0,0,2,2,4,8,No,0,0,0,"Common, Gazellean",0,0,0,None,,0,,0,None
Froghoul,5,Medium,27,14,30,0,0,30,0,0,16,16,12,4,10,5,None,0,10,0,60,0,0,1,2,3,19,No,0,0,0,None,0,0,0,None,Poison,1,Necrotic,1,"Charmed, Exhaustion, Poisoned"
Tentaghoul,6,Large,76,13,40,0,0,0,0,0,19,9,16,7,8,7,None,0,9,0,60,0,0,2,1,6,20,No,0,0,0,"Common, Giant",0,0,0,None,Poison,1,"Necrotic, Bludgeoning",2,"Charmed, Exhaustion, Poisoned"
Gill-Man,9,Medium,102,16,30,0,0,50,0,2,20,16,18,10,14,7,None,0,15,0,120,0,0,4,2,8,21,No,0,0,0,Gill-Man,0,0,0,Poison,,0,,0,None
Ginormous Sqirrel,19,Gargantuan,248,20,50,0,0,0,50,1,27,16,20,2,12,10,"Str, Dex, Con",5,21,0,120,0,0,2,5,13,28,No,0,0,0,None,0,3,3,None,,0,,0,None
Gnoll Deathknight,9,Medium,120,17,30,0,0,0,0,1,18,15,16,10,11,14,"Str, Con, Cha",3,10,0,60,0,0,2,3,7,16,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Gnoll Deathmage,10,Medium,55,12,30,0,0,0,0,2,10,14,12,17,13,12,None,0,10,0,60,0,0,1,2,5,18,Yes,16,5,14,Gnoll,0,0,0,None,,0,,0,None
Fiendish Hyena,5,Large,45,12,50,0,0,0,0,1,18,15,15,7,12,10,None,0,13,0,60,0,0,2,1,6,20,No,0,0,0,None,0,0,0,None,Poison,1,"Cold, Fire, Lightning",3,Poisoned
Goblin Alchemist,3,Small,10,14,30,0,0,0,0,1,8,14,10,11,10,8,None,0,10,0,60,0,0,1,3,1,3,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Goblin Ritualist,3,Small,10,14,30,0,0,0,0,2,8,14,10,11,14,8,None,0,12,0,60,0,0,2,1,4,6,Yes,6,1,12,"Common, Goblin",0,0,0,None,,0,,0,None
Bone Golem,12,Large,133,14,30,0,0,0,0,0,20,9,18,3,8,1,None,0,9,0,60,0,0,3,3,8,29,No,0,0,0,None,0,0,0,None,"Poison, Psychic, BPS From Nonmagical Attacks Not Adamantine",3,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Ice Golem,11,Large,152,16,30,0,0,0,0,0,30,10,18,3,8,1,None,0,9,0,60,0,0,5,2,8,37,No,0,0,0,None,0,0,0,Fire,"Cold, Poison, Psychic, BPS From Nonmagical Attacks Not Adamantine",4,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Grave Titan,13,Huge,200,14,40,0,0,0,0,0,27,10,22,3,8,12,"Con, Wis",4,9,0,60,0,0,1,3,12,48,No,0,0,0,None,0,0,0,None,Poison,1,,0,Poisoned
Grove Guardian,8,Large,71,15,50,0,0,0,0,2,16,17,12,12,18,15,"Dex, Wis",3,20,0,60,0,0,4,2,6,15,Yes,6,9,15,Sylvan,0,0,0,None,,0,,0,None
Hawkfox,5,Medium,38,13,30,60,0,0,0,2,12,16,12,3,14,7,None,0,16,0,60,0,0,3,3,5,11,No,0,0,0,None,0,0,0,None,,0,,0,None
Headless Horseman,11,Medium,153,15,30,0,0,0,0,2,18,16,18,10,14,17,"Con, Cha",3,15,0,120,0,0,2,3,7,44,No,0,0,0,None,0,0,0,None,,0,,0,None
Illet Butcher,12,Huge,184,14,40,0,0,0,0,1,23,10,20,8,14,7,Wis,4,16,0,60,0,0,2,4,10,36,No,0,0,0,None,0,0,0,None,,0,,0,None
Illet Monitor,10,Huge,126,12,40,0,0,0,40,1,21,14,18,7,14,8,Wis,3,15,0,60,0,0,1,4,8,35,No,0,0,0,None,0,0,0,None,,0,,0,None
Illet Scion,4,Large,45,12,40,0,10,0,0,2,17,14,15,6,13,4,Wis,2,15,0,60,0,0,1,1,5,15,No,0,0,0,None,0,0,0,None,,0,,0,None
Elder Devastator,20,Gargantuan,310,18,50,0,0,0,0,1,25,10,20,13,14,12,"Str, Con, Wis",6,18,0,120,0,0,4,3,13,31,No,0,0,0,Illet,120,0,0,None,"Psychic, BPS From Nonmagical Attacks",2,,0,"Charmed, Frightened"
Zilladek The Mind Devourer,33,Gargantuan,717,25,50,0,0,0,0,0,30,10,30,25,20,26,"Str, Con, Wis, Cha",9,24,120,0,0,0,5,4,19,58,Yes,8,9,22,Illet,500,3,3,BPS From Hedron Weapons,"Psychic, BPS From Nonmagical Attacks",2,"Acid, Cold, Fire, Lightning",4,"Charmed, Exhaustion, Frightened"
Infestation Swarm,7,Medium,44,13,0,30,0,0,0,0,9,18,12,5,12,3,None,0,11,0,0,0,0,1,2,6,36,No,0,0,0,None,0,0,0,None,,0,BPS,1,"Charmed, Frightened, Paralyzed, Petrified, Prone, Restrained, Stunned"
Lesser Kirin,8,Large,83,14,40,40,0,0,0,0,20,14,16,10,14,18,"Con, Wis",3,12,0,0,0,0,1,4,8,35,No,0,0,0,"Celestial, Common, Sylvan",120,0,0,None,,0,,0,None
Kobold Bully,4,Small,21,13,30,0,0,0,0,0,9,15,10,10,8,8,None,0,9,0,60,0,0,2,4,4,8,No,0,0,0,"Common, Draconic",0,0,0,None,,0,,0,None
Kobold Commander,3,Small,11,18,30,0,0,0,0,0,13,12,12,10,10,9,None,0,10,0,60,0,0,2,2,3,9,No,0,0,0,"Common, Draconic",0,0,0,None,,0,,0,None
Kobold Hero,7,Small,54,18,30,0,0,0,0,0,10,15,12,12,11,14,None,0,10,0,60,0,0,2,2,4,10,No,0,0,0,"Common, Draconic",0,3,0,None,,0,,0,None
Kobold Shaman,5,Small,27,13,30,0,0,0,0,0,9,15,12,10,14,12,None,0,11,0,60,0,0,3,1,1,3,Yes,8,3,12,"Common, Draconic",0,0,0,None,,0,,0,None
Kraken Hatchling,15,Huge,230,17,30,0,0,50,0,0,22,11,20,18,15,17,"Str, Con, Wis",4,12,60,0,0,0,1,5,15,22,No,0,0,0,None,0,3,0,None,Lightning,1,BPS From Nonmagical Attacks,1,"Frightened, Paralyzed"
Leonin,2,Medium,11,14,40,0,0,0,0,2,14,15,12,10,12,12,None,0,11,0,0,0,0,3,3,4,8,No,0,0,0,"Common, Leonin",0,0,0,None,,0,,0,None
Living Spellbook,13,Large,90,14,30,30,0,0,0,0,12,18,14,18,14,1,None,0,12,0,0,120,0,5,2,8,24,Yes,17,6,16,None,120,0,0,Fire,"Poison, BPS From Nonmagical Attacks Not Adamantine",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Lizardfolk Monk,5,Medium,33,17,40,0,0,40,0,4,15,16,13,10,12,8,None,0,13,0,0,0,0,3,3,5,9,No,0,0,0,Draconic,0,0,0,None,,0,,0,None
Luck Dragon,2,Tiny,7,12,15,60,0,0,0,2,6,15,12,10,12,17,None,0,13,0,60,0,0,2,1,4,6,No,0,0,0,None,0,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Magma Bear,6,Large,75,13,40,0,0,0,0,0,20,10,15,4,12,8,None,0,11,0,60,0,0,1,4,7,19,No,0,0,0,Ignan,0,0,0,Cold,"Fire, Poison",2,,0,"Exhaustion, Poisoned"
Morphlit,5,Small,18,14,40,0,0,0,40,0,7,18,12,13,11,6,None,0,10,0,60,0,0,2,2,6,16,No,0,0,0,None,0,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Mulaz,2,Small,9,14,30,0,0,0,0,0,8,14,12,12,10,1,None,0,10,0,60,0,0,1,2,4,6,No,0,0,0,None,0,0,0,None,Poison,1,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Mulaz Battlespider,8,Huge,105,18,40,0,0,0,0,0,20,13,12,12,10,5,None,0,10,0,60,0,0,2,2,8,29,No,0,0,0,None,0,0,0,None,Poison,1,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Orc Beserker,4,Medium,30,14,30,0,0,0,0,2,16,12,17,7,11,10,None,0,10,0,60,0,0,3,1,5,15,No,0,0,0,"Common, Orc",0,0,0,None,,0,,0,None
Orc Hand of Grummsh,6,Medium,60,16,30,0,0,0,0,2,16,12,17,9,14,14,None,0,12,0,60,0,0,3,1,5,19,Yes,9,3,12,"Common, Orc",0,2,0,None,,0,,0,None
Owlbear Matron,8,Large,114,14,40,0,0,0,0,1,20,14,18,4,12,9,None,0,17,0,60,0,0,1,4,8,21,No,0,0,0,None,0,0,0,None,,0,,0,None
Pumpkin King,16,Huge,225,17,30,0,0,0,0,0,23,10,22,9,14,11,"Str, Con, Wis",5,17,0,120,0,0,1,5,11,46,No,0,0,0,"Common, Sylvan",0,3,3,Slashing,,0,"Cold, Fire, Lightning",3,None
Rusalka,7,Medium,97,17,30,0,0,50,0,3,12,18,16,10,14,20,None,0,14,0,60,0,0,3,3,6,22,No,0,0,0,"Common, Sylvan",0,0,0,None,,0,,0,None
Scorpikis,9,Large,123,17,40,0,0,0,0,2,18,16,18,10,12,9,None,0,14,0,0,60,0,1,4,7,14,No,0,0,0,Common,0,0,0,None,Poison,1,,0,Poisoned
Screecher,5,Large,45,13,50,0,0,0,0,1,18,14,14,2,12,5,None,0,15,0,0,60,0,2,2,6,20,No,0,0,0,None,0,0,0,None,,0,,0,None
Serym,3,Medium,22,12,30,0,0,0,0,1,14,15,12,11,12,8,None,0,13,0,60,0,0,1,2,4,8,No,0,0,0,Serym,0,0,0,None,,0,,0,None
Armor Serym,6,Large,52,16,30,0,0,0,0,1,16,14,14,11,12,10,None,0,13,0,60,0,0,2,2,5,11,No,0,0,0,Serym,0,0,0,None,,0,,0,None
Crystalline Serym,7,Large,75,14,30,0,0,0,0,1,18,14,14,11,12,10,None,0,13,0,60,0,0,3,2,6,12,No,0,0,0,Serym,0,0,0,None,,0,,0,None
Might Serym,5,Large,37,12,30,0,0,0,0,1,20,14,14,11,12,10,None,0,13,0,60,0,0,2,2,7,13,No,0,0,0,Serym,0,0,0,None,,0,,0,None
Spitting Serym,5,Large,45,12,30,0,0,0,0,1,16,14,14,11,12,10,None,0,13,0,60,0,0,2,3,5,11,No,0,0,0,Silver,0,0,0,None,,0,,0,None
Winged Serym,6,Large,60,12,30,60,0,0,0,1,18,14,14,11,12,10,None,0,13,0,60,0,0,3,2,6,12,No,0,0,0,Serym,0,0,0,None,,0,,0,None
Virulent Serym,6,Large,52,12,30,0,0,0,0,1,16,14,14,11,12,10,None,0,13,0,60,0,0,3,2,5,11,No,0,0,0,Serym,0,0,0,None,,0,,0,None
Serym Queen,16,Huge,200,17,40,0,0,0,0,0,22,14,22,14,17,19,"Con, Wis, Cha",5,18,0,120,60,0,3,4,11,22,No,0,0,0,Serym,0,3,3,None,,0,,0,None
Armed Skeleton,4,Medium,26,13,30,0,0,0,0,1,12,14,15,6,8,6,None,0,9,0,60,0,0,1,2,3,5,No,0,0,0,None,0,0,0,Bludgeoning,Poison,1,,0,"Exhaustion, Poisoned"
Burning Skeleton,4,Medium,26,15,30,0,0,0,0,0,10,14,14,6,8,6,None,0,9,0,60,0,0,2,3,4,14,No,0,0,0,None,0,0,0,"Bludgeoning, Cold","Fire, Poison",2,,0,"Exhaustion, Poisoned"
Snow Spider,6,Large,65,13,30,0,0,0,30,2,16,15,12,2,12,5,None,0,15,0,60,0,0,2,1,5,13,No,0,0,0,None,0,0,0,None,,0,,0,None
Spellcrystal Dreadnought,8,Large,102,14,30,0,0,0,0,0,12,14,16,5,9,1,None,0,9,0,60,0,0,3,1,4,17,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Spider Skull,3,Tiny,13,13,30,0,0,0,30,0,14,16,14,5,10,4,None,0,10,0,0,30,0,2,2,5,7,No,0,0,0,None,0,0,0,Bludgeoning,Poison,1,,0,"Exhaustion, Poisoned"
Spirit,3,Medium,16,11,0,30,0,0,0,0,7,13,12,10,12,15,None,0,11,0,60,0,0,2,3,4,14,No,0,0,0,None,0,0,0,None,"Cold, Necrotic, Poison",3,"Acid, Fire, Lightning, Thunder, BPS From Nonmagical Attacks",5,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Stone Strix,11,Huge,147,16,20,60,0,0,0,1,18,6,18,6,14,7,"Dex, Con",3,18,0,120,0,0,3,3,7,36,No,0,0,0,None,0,0,0,None,,0,,0,None
Sylvan Stalker,11,Medium,78,15,30,0,0,0,30,4,12,18,15,11,14,10,"Dex, Wis",3,18,0,0,0,0,3,2,7,28,No,0,0,0,"Common, Druidic, Elvish, Sylvan",0,0,0,Fire,,0,BP,1,None
Troll Boar,6,Large,57,13,40,0,0,0,0,1,18,10,18,2,10,3,None,0,12,0,60,0,0,3,1,6,20,No,0,0,0,None,0,0,0,None,,0,,0,None
Tuskaloth,13,Gargantuan,198,14,40,0,0,0,0,0,28,8,22,3,11,7,Con,4,10,0,0,0,0,2,3,13,49,No,0,0,0,None,0,0,0,None,,0,,0,None
Verdalin,3,Small,18,13,30,0,0,0,30,2,6,17,12,10,14,15,None,0,16,0,60,0,0,2,1,5,7,Yes,4,1,12,None,0,0,0,None,,0,,0,None
Vodyanoy,8,Medium,119,16,30,0,0,50,0,3,18,16,18,11,20,12,None,0,18,0,60,0,0,2,2,7,20,Yes,6,5,16,"Aquan, Common, Sylvan",0,0,0,None,,0,,0,None
War Titan,19,Huge,207,18,40,0,0,0,0,0,25,10,20,7,10,16,"Str, Con",5,10,0,120,0,0,4,3,12,27,No,0,0,0,"Abyssal, Celestial, Infernal",0,3,3,None,,0,BPS From Nonmagical Attacks,1,"Exhaustion, Frightened, Stunned"
Werewolf Alpha,12,Medium,119,14,30,0,0,0,0,2,20,15,18,11,14,15,"Str, Con, Wis",4,16,0,0,0,0,4,3,9,25,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks Not Silvered,1,,0,None
Wight Walker,9,Medium,112,14,30,0,0,0,0,2,16,15,16,10,14,16,None,0,15,0,60,0,0,1,4,6,25,No,0,0,0,None,0,0,0,None,Poison,1,"Cold, Necrotic, BPS From Nonmagical Attacks",3,"Exhaustion, Poisoned"
Winged Ape,5,Medium,39,13,30,50,0,30,0,2,16,14,14,10,12,9,None,0,13,0,0,0,0,2,4,5,15,No,0,0,0,Common,0,0,0,None,,0,,0,None
Winter Sprite,4,Tiny,7,15,10,30,0,0,0,2,2,20,12,10,14,15,None,0,14,0,0,0,0,2,1,7,1,Yes,8,2,12,Sylvan,0,0,0,None,Cold,1,,0,None
Azure Enchanter,10,Medium,49,12,30,0,0,0,0,2,9,14,13,11,12,17,"Wis, Cha",3,14,0,0,0,0,1,1,6,20,Yes,15,5,14,"Common, Elvish",0,0,0,None,,0,,0,None
Azure Mind Sculptor,13,Medium,84,12,30,0,0,0,0,3,10,14,14,14,14,20,"Wis, Cha",4,16,0,0,0,0,2,2,9,30,Yes,18,7,17,"Common, Elvish, Dwarvish",0,0,0,None,,0,,0,None
Gladeborn Trapper,6,Medium,52,16,30,0,0,0,0,2,12,16,14,11,14,11,Dex,2,16,0,0,0,0,1,4,5,13,No,0,0,0,Common,0,0,0,None,,0,,0,None
Gladeborn Hunter,8,Medium,91,16,30,0,0,0,0,3,15,18,14,12,14,12,Dex,3,18,0,0,0,0,2,4,5,18,No,0,0,0,Common,0,0,0,None,,0,,0,None
Pirate Axe Thrower,5,Medium,55,13,30,0,0,0,0,2,16,15,12,11,11,10,None,0,10,0,0,0,0,2,2,5,9,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Pirate Chain Swinger,6,Medium,66,15,30,0,0,0,0,2,16,16,12,11,11,11,None,0,10,0,0,0,0,0,3,5,11,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Masked Killer,8,Medium,97,15,30,0,0,0,0,4,18,16,16,11,14,14,"Con, Wis",3,15,0,0,0,0,4,2,7,10,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Five Spire Initiate,6,Medium,55,15,30,0,0,0,0,2,12,16,12,10,15,10,"Dex, Wis",2,14,0,0,0,0,1,4,5,11,No,0,0,0,Common,0,0,0,None,,0,,0,None
Master of the Five Spires,11,Medium,91,17,30,0,0,0,0,2,14,19,15,12,17,13,"Dex, Wis",3,16,0,0,0,0,1,4,7,16,No,0,0,0,Common,0,0,0,None,,0,,0,None
Priest of Blight,11,Medium,84,14,30,0,0,0,0,0,9,14,15,11,17,7,"Con, Wis",3,16,0,60,0,0,1,2,5,38,Yes,0,0,0,"Abyssal, Common",0,0,0,None,"Poison, Necrotic",2,,0,Poisoned
Rat Hermet,6,Medium,44,15,30,0,0,0,0,2,10,16,12,11,10,8,None,0,12,0,60,0,0,3,4,5,9,No,0,0,0,Common,0,0,0,None,,0,,0,None
Silverpaw Dog,4,Medium,32,14,50,0,0,0,0,3,17,16,15,6,12,10,Dex,2,13,0,0,0,0,2,1,5,11,No,0,0,0,None,0,0,0,None,,0,,0,None
Silverpaw Paladin,7,Small,65,15,25,0,0,0,0,3,11,16,17,11,12,18,"Dex, Con, Cha",2,13,0,0,0,0,3,4,5,9,Yes,5,2,14,"Common, Halfling, Sylvan",0,0,0,None,,0,,0,None
Technothug,3,Medium,19,16,30,0,0,0,0,0,14,14,15,13,11,10,None,0,10,0,0,0,0,0,2,4,20,No,0,0,0,"Common, Drawvish",0,0,0,None,,0,,0,None
Truesong Dancer,6,Medium,44,14,30,0,0,0,0,2,12,16,12,10,11,16,Dex,2,10,0,0,0,0,1,4,5,9,No,0,0,0,Common,0,0,0,None,,0,,0,None
Truesong Dirge,8,Medium,91,16,30,0,0,0,0,2,16,12,14,10,12,7,"Con, Cha",3,11,0,0,0,0,1,4,6,13,No,0,0,0,Common,0,0,0,None,,0,,0,None
Devious Gremlin,3,Tiny,7,13,30,0,0,0,0,3,5,16,12,12,10,10,None,0,10,0,120,0,0,5,1,5,11,No,0,0,0,"Infernal, Common",0,0,0,None,"Fire, Poison",2,"Cold, BPS From Nonmagical Attacks",2,Poisoned
Aetherspawn,4,Medium,26,14,30,30,0,0,0,0,10,15,15,14,15,8,None,0,12,0,0,0,0,1,2,4,14,Yes,1,1,12,Primordial,0,0,0,None,,0,"BPS From Nonmagical Attacks, Force",2,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious"
Atherspawn Spellblade,5,Medium,45,14,30,30,0,0,0,0,10,17,15,16,15,10,None,0,12,0,0,0,0,2,3,5,15,Yes,1,1,13,Primordial,0,0,0,None,,0,"BPS From Nonmagical Attacks, Force",2,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious"
Aetherspawn Rift Walker,6,Medium,65,15,30,30,0,0,0,0,12,17,15,17,15,10,None,0,12,0,0,0,0,2,4,5,21,No,0,0,0,Primordial,0,0,0,None,,0,"BPS From Nonmagical Attacks, Force",2,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious"
Aetherspawn Paragon,8,Medium,91,15,30,30,0,0,0,1,12,19,15,18,15,12,"Dex, Int",3,12,0,0,0,0,3,4,7,22,Yes,1,3,15,Primordial,0,0,0,None,Force,1,BPS From Nonmagical Attacks,1,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious"
